id,user,sex,identity,region,focus,fans,article,postall,join,transall,hub_num,hub_influence,iss1,iss2,iss3,iss4,iss5,iss6,con1,con2,con3,con4,con5,con6,man1,man2,man3,image,vedio,tag,link,iden_1,iden_2,iden_3,iden_4,iden_5,iden_6,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,fans_0,article_0,focus_0,filter_$,influence,number,post_0,join_0,iss1_0,iss2_0,iss3_0,iss4_0,iss5_0,iss6_0,con1_0,con2_0,con3_0,con4_0,con5_0,con6_0,man1_0,man2_0,man3_0,image_0,vedio_0,tag_0,link_0,iss1_ratio,iss2_ratio,iss3_ratio,iss4_ratio,iss5_ratio,iss6_ratio,con1_ratio,con2_ratio,con3_ratio,con4_ratio,con5_ratio,con6_ratio,man1_ratio,man2_ratio,man3_ratio,image_ratio,vedio_ratio,tag_ratio,link_ratio
41,谷大白话,0,6,1,1265,810,23342,19,5,27759,.00290161594941439,.00145863037528228,2,0,0,1,0,16,13,0,1,4,0,1,5,14,0,16,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,2.90848501887865,4.36813806472355,3.10209052551184,0,-2.83605474670328,-2.53736007021932,1.27875360095283,.698970004336019,.301029995663981, , ,0, ,1.20411998265592,1.11394335230684, ,0,.602059991327962, ,0,.698970004336019,1.14612803567824, ,1.20411998265592,.301029995663981,.477121254719662,0,.105263157894737,0,0,.0526315789473684,0,.842105263157895,.684210526315789,0,.0526315789473684,.210526315789474,0,.0526315789473684,.263157894736842,.736842105263158,0,.842105263157895,.105263157894737,.157894736842105,.0526315789473684
42,郭敬明,0,1,1,235,4065,1355,1,1,4500,4.03902719641186E-005,.000562530008265873,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.60906054993009,3.13193929521042,2.37106786227174,1,-3.24985430508031,-4.39372322253889,0,0, , , , , ,0, , , ,0, , , ,0, ,0, ,0, ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
43,郭斯特,0,6,6,847,1397,1155,1,1,15104,4.03902719641186E-005,.00188810072107728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.14519640611418,3.06258198422816,2.92788341033071,0,-2.72397484190166,-4.39372322253889,0,0, , , , , ,0, , ,0, , , , , ,0,0, , , ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
44,哈囉李敖,0,3,4,5,1029,1769,7,3,3003,.0009588323442356,5.88261265905039E-006,0,1,0,1,0,5,1,1,4,0,0,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.01241537476243,3.24772783290972,.698970004336019,0,-5.23042974681485,-3.01825732436083,.845098040014257,.477121254719662, ,0, ,0, ,.698970004336019,0,0,.602059991327962, , ,0,.845098040014257, , ,0, , ,0,0,.142857142857143,0,.142857142857143,0,.714285714285714,.142857142857143,.142857142857143,.571428571428571,0,0,.142857142857143,1,0,0,.142857142857143,0,0,.142857142857143
45,韩寒,0,3,1,1013,4342,552,5,4,523004,.0010392783459344,.250115698945287,0,0,0,1,4,0,2,1,0,1,1,0,2,1,2,4,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,3.6376898191184,2.7419390777292,3.00560944536028,0,-.601859048168199,-2.98326812143805,.698970004336019,.602059991327962, , , ,0,.602059991327962, ,.301029995663981,0, ,0,0, ,.301029995663981,0,.301029995663981,.602059991327962, ,0,.301029995663981,0,0,0,.2,.8,0,.4,.2,0,.2,.2,0,.4,.2,.4,.8,0,.2,.4
46,韩志国,0,3,1,225,400,4686,2,1,7146,.000558976860057495,7.53953980603407E-005,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.60205999132796,3.67080228426094,2.35218251811136,0,-4.12265516153067,-3.25260617021259,.301029995663981,0, ,.301029995663981, , , , , ,.301029995663981, , , , ,.301029995663981, , ,.301029995663981, , , ,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
47,何兵,0,3,1,2060,104,30688,66,10,23257,.00276547372081617,.000129250528265995,2,6,39,13,0,6,14,18,15,10,1,8,2,44,20,40,2,14,24,0,0,1,0,0,0,1,0,0,0,0,0,2.01703333929878,4.48696858549057,3.31386722036915,0,-3.88856767320471,-2.55823046410089,1.81954393554187,1,.301029995663981,.778151250383644,1.5910646070265,1.11394335230684, ,.778151250383644,1.14612803567824,1.25527250510331,1.17609125905568,1,0,.903089986991944,.301029995663981,1.64345267648619,1.30102999566398,1.60205999132796,.301029995663981,1.14612803567824,1.38021124171161,.0303030303030303,.0909090909090909,.590909090909091,.196969696969697,0,.0909090909090909,.212121212121212,.272727272727273,.227272727272727,.151515151515152,.0151515151515152,.121212121212121,.0303030303030303,.666666666666667,.303030303030303,.606060606060606,.0303030303030303,.212121212121212,.363636363636364
48,何炅,0,1,1,678,8334,7854,20,7,214657,.00277843783327424,.0446725803812029,4,0,0,0,15,1,4,0,1,11,4,0,4,8,8,14,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,3.92085349612126,3.8950908969344,2.83122969386706,1,-1.34995896105062,-2.55619931598063,1.30102999566398,.845098040014257,.602059991327962, , , ,1.17609125905568,0,.602059991327962, ,0,1.04139268515823,.602059991327962, ,.602059991327962,.903089986991944,.903089986991944,1.14612803567824, ,1.04139268515823, ,.2,0,0,0,.75,.05,.2,0,.05,.55,.2,0,.2,.4,.4,.7,0,.55,0
49,何力,0,2,1,674,120,6628,34,16,1298,.00328742806485519,2.99051570775032E-005,2,7,7,3,15,0,20,11,3,0,0,0,5,5,24,25,0,9,22,0,1,0,0,0,0,1,0,0,0,0,0,2.07918124604762,3.8213824997473,2.82865989653532,0,-4.52425391210445,-2.48314374158302,1.53147891704226,1.20411998265592,.301029995663981,.845098040014257,.845098040014257,.477121254719662,1.17609125905568, ,1.30102999566398,1.04139268515823,.477121254719662, , , ,.698970004336019,.698970004336019,1.38021124171161,1.39794000867204, ,.954242509439325,1.34242268082221,.0588235294117647,.205882352941176,.205882352941176,.0882352941176471,.441176470588235,0,.588235294117647,.323529411764706,.0882352941176471,0,0,0,.147058823529412,.147058823529412,.705882352941177,.735294117647059,0,.264705882352941,.647058823529412
50,贺卫方,0,3,1,1750,189,4579,56,8,62633,.00657613280866732,.00271687921859433,0,10,37,1,7,1,10,15,19,5,5,2,19,26,11,27,0,2,24,0,0,1,0,0,0,1,0,0,0,0,0,2.27646180417324,3.6607706435277,3.24303804868629,0,-2.56592966812018,-2.18202942456032,1.7481880270062,.903089986991944, ,1,1.568201724067,0,.845098040014257,0,1,1.17609125905568,1.27875360095283,.698970004336019,.698970004336019,.301029995663981,1.27875360095283,1.41497334797082,1.04139268515823,1.43136376415899, ,.301029995663981,1.38021124171161,0,.178571428571429,.660714285714286,.0178571428571429,.125,.0178571428571429,.178571428571429,.267857142857143,.339285714285714,.0892857142857143,.0892857142857143,.0357142857142857,.339285714285714,.464285714285714,.196428571428571,.482142857142857,0,.0357142857142857,.428571428571429
51,黑人建州,0,1,4,637,2073,6973,3,2,6602,.000436863960895386,.00341686085152065,0,0,0,0,3,0,0,0,0,2,1,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3.31659930209386,3.84341966520492,2.80413943233535,1,-2.46637270707985,-3.35965378094811,.477121254719662,.301029995663981, , , , ,.477121254719662, , , , ,.301029995663981,0, , ,.477121254719662, ,0, ,0,0,0,0,0,0,1,0,0,0,0,.666666666666667,.333333333333333,0,0,1,0,.333333333333333,0,.333333333333333,.333333333333333
52,侯宁,0,2,1,637,216,182945,247,10,20327,.0210859398487024,.000483191093915799,84,4,0,0,13,146,66,22,19,92,0,48,17,173,57,181,32,71,63,0,1,0,0,0,0,1,0,0,0,0,0,2.33445375115093,5.26232054444803,2.80413943233535,0,-3.31588107914452,-1.67600703671653,2.39269695325967,1,1.92427928606188,.602059991327962, , ,1.11394335230684,2.16435285578444,1.81954393554187,1.34242268082221,1.27875360095283,1.96378782734556, ,1.68124123737559,1.23044892137827,2.2380461031288,1.75587485567249,2.25767857486918,1.50514997831991,1.85125834871908,1.79934054945358,.340080971659919,.0161943319838057,0,0,.0526315789473684,.591093117408907,.267206477732794,.0890688259109312,.0769230769230769,.37246963562753,0,.194331983805668,.0688259109311741,.700404858299595,.230769230769231,.732793522267207,.129554655870445,.287449392712551,.255060728744939
53,侯小强,0,4,1,1828,262,6401,43,15,8187,.0070998706256813,.000486690023571351,5,3,8,2,25,0,14,5,10,9,5,0,4,14,25,22,2,12,10,0,0,0,1,0,0,1,0,0,0,0,0,2.41830129131975,3.80624782719579,3.26197619139781,0,-3.31274755606247,-2.148749564952,1.63346845557959,1.17609125905568,.698970004336019,.477121254719662,.903089986991944,.301029995663981,1.39794000867204, ,1.14612803567824,.698970004336019,1,.954242509439325,.698970004336019, ,.602059991327962,1.14612803567824,1.39794000867204,1.34242268082221,.301029995663981,1.07918124604762,1,.116279069767442,.0697674418604651,.186046511627907,.0465116279069767,.581395348837209,0,.325581395348837,.116279069767442,.232558139534884,.209302325581395,.116279069767442,0,.0930232558139535,.325581395348837,.581395348837209,.511627906976744,.0465116279069767,.27906976744186,.232558139534884
54,胡兵,0,1,1,615,1151,8741,9,4,32099,.00154960794379449,.00124895914642802,3,0,0,0,6,0,4,0,1,4,0,0,3,2,4,8,0,6,3,1,0,0,0,0,0,1,0,0,0,0,0,3.06107532362979,3.94156112023607,2.78887511577542,1,-2.90345176720717,-2.80977816594843,.954242509439325,.602059991327962,.477121254719662, , , ,.778151250383644, ,.602059991327962, ,0,.602059991327962, , ,.477121254719662,.301029995663981,.602059991327962,.903089986991944, ,.778151250383644,.477121254719662,.333333333333333,0,0,0,.666666666666667,0,.444444444444444,0,.111111111111111,.444444444444444,0,0,.333333333333333,.222222222222222,.444444444444444,.888888888888889,0,.666666666666667,.333333333333333
55,胡德平,0,5,1,191,40,496,1,1,4360,.0002851090444387,2.69962326929288E-005,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.60205999132796,2.6954816764902,2.28103336724773,0,-4.56869683713091,-3.5449890054632,0,0, , , , , ,0, ,0, , , , ,0, , , , , , ,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
56,胡舒立,1,2,1,212,375,9137,330,45,29308,.0512600494466007,.00126105922215025,29,94,19,25,105,58,222,62,8,34,2,2,158,140,32,239,3,96,290,0,1,0,0,0,0,1,0,0,0,0,0,2.57403126772772,3.96080362491177,2.32633586092875,0,-2.89926451751168,-1.29022097922131,2.51851393987789,1.65321251377534,1.46239799789896,1.9731278535997,1.27875360095283,1.39794000867204,2.02118929906994,1.76342799356294,2.34635297445064,1.79239168949825,.903089986991944,1.53147891704226,.301029995663981,.301029995663981,2.19865708695442,2.14612803567824,1.50514997831991,2.37839790094814,.477121254719662,1.98227123303957,2.46239799789896,.0878787878787879,.284848484848485,.0575757575757576,.0757575757575758,.318181818181818,.175757575757576,.672727272727273,.187878787878788,.0242424242424242,.103030303030303,.00606060606060606,.00606060606060606,.478787878787879,.424242424242424,.096969696969697,.724242424242424,.00909090909090909,.290909090909091,.878787878787879
57,黄渤,0,1,1,591,3035,1799,4,3,17398,.000478357525364615,.00223743745786237,1,0,0,0,3,0,2,0,0,2,0,0,2,1,1,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3.48215869541128,3.25503116334555,2.77158748088126,1,-2.65024909549132,-3.32024738946844,.602059991327962,.477121254719662,0, , , ,.477121254719662, ,.301029995663981, , ,.301029995663981, , ,.301029995663981,0,0,.477121254719662, ,.301029995663981, ,.25,0,0,0,.75,0,.5,0,0,.5,0,0,.5,.25,.25,.75,0,.5,0
58,黄磊微博,0,1,1,289,2682,2372,1,1,1209,4.47714427484991E-005,2.07141778909287E-005,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.42845877351558,3.37511468469223,2.46089784275655,1,-4.68373229840325,-4.34899891036044,0,0, , , , ,0, , , , ,0, , , ,0, ,0, ,0, ,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
59,黄圣依,1,1,1,199,2761,228,3,1,12181,.000585825600791918,.00676301466153079,0,0,0,0,3,0,0,0,0,2,1,0,1,2,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3.44106640663926,2.35793484700045,2.29885307640971,1,-2.16985967106719,-3.23223165341283,.477121254719662,0, , , , ,.477121254719662, , , , ,.301029995663981,0, ,0,.301029995663981, ,.301029995663981, ,0,0,0,0,0,0,1,0,0,0,0,.666666666666667,.333333333333333,0,.333333333333333,.666666666666667,0,.666666666666667,0,.333333333333333,.333333333333333
60,黄晓明,0,1,1,586,5185,2997,47,15,262737,.00763574882165753,.0237082544308755,5,0,1,2,37,2,2,0,4,31,10,0,6,36,5,38,1,26,9,1,0,0,0,0,0,1,0,0,0,0,0,3.71474876072506,3.47668674294564,2.76789761601809,1,-1.62510042067157,-2.11714836618228,1.67209785793572,1.17609125905568,.698970004336019, ,0,.301029995663981,1.568201724067,.301029995663981,.301029995663981, ,.602059991327962,1.49136169383427,1, ,.778151250383644,1.55630250076729,.698970004336019,1.57978359661681,0,1.41497334797082,.954242509439325,.106382978723404,0,.0212765957446809,.0425531914893617,.787234042553192,.0425531914893617,.0425531914893617,0,.0851063829787234,.659574468085106,.212765957446809,0,.127659574468085,.765957446808511,.106382978723404,.808510638297872,.0212765957446809,.553191489361702,.191489361702128
61,回忆专用小马甲,0,6,6,626,2803,16860,31,10,167196,.00222997977224609,.0085441234244434,11,2,0,1,17,0,4,1,3,3,0,20,14,13,4,21,6,13,0,0,0,0,0,0,1,0,0,0,0,0,1,3.44762309776029,4.22685757028872,2.79657433321043,0,-2.06833248665359,-2.65169907634276,1.49136169383427,1,1.04139268515823,.301029995663981, ,0,1.23044892137827, ,.602059991327962,0,.477121254719662,.477121254719662, ,1.30102999566398,1.14612803567824,1.11394335230684,.602059991327962,1.32221929473392,.778151250383644,1.11394335230684, ,.354838709677419,.0645161290322581,0,.032258064516129,.548387096774194,0,.129032258064516,.032258064516129,.0967741935483871,.0967741935483871,0,.645161290322581,.451612903225806,.419354838709677,.129032258064516,.67741935483871,.193548387096774,.419354838709677,0
62,姬十三,0,4,1,2905,117,11650,9,8,1369,.000949765133109016,.000143593839056987,0,0,1,5,3,0,4,4,1,0,0,0,1,3,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2.06818586174616,4.06632592536204,3.46314613672635,0,-3.84286419324799,-3.02238377787497,.954242509439325,.903089986991944, , ,0,.698970004336019,.477121254719662, ,.602059991327962,.602059991327962,0, , , ,0,.477121254719662,.698970004336019,.477121254719662, ,0,0,0,0,.111111111111111,.555555555555556,.333333333333333,0,.444444444444444,.444444444444444,.111111111111111,0,0,0,.111111111111111,.333333333333333,.555555555555556,.333333333333333,0,.111111111111111,.111111111111111
63,急诊科女超人于莺,1,6,1,2033,314,1860,14,8,4905,.000719943654983939,6.74284344039763E-005,2,0,4,4,4,0,4,3,2,3,0,2,6,6,2,9,0,5,4,0,0,0,0,0,1,1,0,0,0,0,0,2.49692964807321,3.26951294421792,3.30813737863804,0,-4.17115692393017,-3.14270149146747,1.14612803567824,.903089986991944,.301029995663981, ,.602059991327962,.602059991327962,.602059991327962, ,.602059991327962,.477121254719662,.301029995663981,.477121254719662, ,.301029995663981,.778151250383644,.778151250383644,.301029995663981,.954242509439325, ,.698970004336019,.602059991327962,.142857142857143,0,.285714285714286,.285714285714286,.285714285714286,0,.285714285714286,.214285714285714,.142857142857143,.214285714285714,0,.142857142857143,.428571428571429,.428571428571429,.142857142857143,.642857142857143,0,.357142857142857,.285714285714286
64,加措活佛-慈爱基金,0,3,3,1826,1376,3791,28,7,171206,.00472707474694087,.0745626328870654,2,0,0,1,25,0,5,0,0,9,14,0,16,12,0,28,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,3.13861843389949,3.57875378442643,3.26150077319828,0,-1.12747876497629,-2.32540753035473,1.44715803134222,.845098040014257,.301029995663981, , ,0,1.39794000867204, ,.698970004336019, , ,.954242509439325,1.14612803567824, ,1.20411998265592,1.07918124604762, ,1.44715803134222, ,1.04139268515823, ,.0714285714285714,0,0,.0357142857142857,.892857142857143,0,.178571428571429,0,0,.321428571428571,.5,0,.571428571428571,.428571428571429,0,1,0,.392857142857143,0
65,加藤嘉一,0,3,4,184,146,1332,1,1,950,.000195275200263973,.000527449628803403,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.16435285578444,3.12450422483428,2.26481782300954,0,-3.27781900897295,-3.70935290813249,0,0, , , , ,0, , , , , ,0, ,0, , , , , , ,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
66,佳桐,0,5,2,298,169,4012,6,4,19,.000504035317764789,7.18426475397468E-007,3,0,0,0,0,3,3,1,1,1,0,0,4,0,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.22788670461367,3.60336092434838,2.47421626407626,0,-6.14361767145885,-3.29753903146525,.778151250383644,.602059991327962,.477121254719662, , , , ,.477121254719662,.477121254719662,0,0,0, , ,.602059991327962, ,.301029995663981,.602059991327962,0, , ,.5,0,0,0,0,.5,.5,.166666666666667,.166666666666667,.166666666666667,0,0,.666666666666667,0,.333333333333333,.666666666666667,.166666666666667,0,0
67,贾跃亭,0,4,1,256,1530,4431,15,13,6589,.00164650015980255,9.91734952728648E-005,3,0,2,2,8,0,5,0,0,7,3,0,5,6,4,10,1,8,6,0,0,0,1,0,0,1,0,0,0,0,0,3.1846914308176,3.64650175003161,2.40823996531185,0,-4.00360438021251,-2.78343822280123,1.17609125905568,1.11394335230684,.477121254719662, ,.301029995663981,.301029995663981,.903089986991944, ,.698970004336019, , ,.845098040014257,.477121254719662, ,.698970004336019,.778151250383644,.602059991327962,1,0,.903089986991944,.778151250383644,.2,0,.133333333333333,.133333333333333,.533333333333333,0,.333333333333333,0,0,.466666666666667,.2,0,.333333333333333,.4,.266666666666667,.666666666666667,.0666666666666667,.533333333333333,.4
68,贾樟柯,0,1,1,272,1618,6048,42,10,10326,.00803424621947186,.00046544682911149,0,1,0,2,38,1,30,1,0,10,0,1,0,8,34,35,0,11,14,1,0,0,0,0,0,1,0,0,0,0,0,3.20897851727625,3.78161178249315,2.4345689040342,1,-3.33212992401108,-2.09505486290564,1.6232492903979,1, ,0, ,.301029995663981,1.57978359661681,0,1.47712125471966,0, ,1, ,0, ,.903089986991944,1.53147891704226,1.54406804435028, ,1.04139268515823,1.14612803567824,0,.0238095238095238,0,.0476190476190476,.904761904761905,.0238095238095238,.714285714285714,.0238095238095238,0,.238095238095238,0,.0238095238095238,0,.19047619047619,.80952380952381,.833333333333333,0,.261904761904762,.333333333333333
69,江南春,0,4,6,453,825,2852,6,3,293,.00086890792589256,7.95400932018102E-005,1,0,0,0,5,0,3,1,0,1,1,0,1,0,5,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2.91645394854993,3.45514952117983,2.65609820201283,0,-4.09941390446133,-3.0610262412675,.778151250383644,.477121254719662,0, , , ,.698970004336019, ,.477121254719662,0, ,0,0, ,0, ,.698970004336019,.698970004336019, ,.301029995663981, ,.166666666666667,0,0,0,.833333333333333,0,.5,.166666666666667,0,.166666666666667,.166666666666667,0,.166666666666667,0,.833333333333333,.833333333333333,0,.333333333333333,0
70,姜岚昕,0,4,1,2128,443,20085,51,16,5129,.00420819602566248,.000140204686197047,12,1,3,15,17,3,14,0,0,27,10,0,23,12,16,41,8,20,8,0,0,0,1,0,0,1,0,0,0,0,0,2.64640372622307,4.30287183606769,3.32797162362301,0,-3.85323747028158,-2.37590403813172,1.70757017609794,1.20411998265592,1.07918124604762,0,.477121254719662,1.17609125905568,1.23044892137827,.477121254719662,1.14612803567824, , ,1.43136376415899,1, ,1.36172783601759,1.07918124604762,1.20411998265592,1.61278385671974,.903089986991944,1.30102999566398,.903089986991944,.235294117647059,.0196078431372549,.0588235294117647,.294117647058824,.333333333333333,.0588235294117647,.274509803921569,0,0,.529411764705882,.196078431372549,0,.450980392156863,.235294117647059,.313725490196078,.803921568627451,.156862745098039,.392156862745098,.156862745098039
71,蒋方舟,1,3,1,797,797,1801,17,10,22643,.00268299748566831,.000303983172437035,4,1,1,3,7,1,6,4,3,3,1,0,5,6,6,10,1,3,6,0,0,1,0,0,0,1,0,0,0,0,0,2.90145832139611,3.25551371281953,2.90145832139611,0,-3.51715045691761,-2.57137973432057,1.23044892137827,1,.602059991327962,0,0,.477121254719662,.845098040014257,0,.778151250383644,.602059991327962,.477121254719662,.477121254719662,0, ,.698970004336019,.778151250383644,.778151250383644,1,0,.477121254719662,.778151250383644,.235294117647059,.0588235294117647,.0588235294117647,.176470588235294,.411764705882353,.0588235294117647,.352941176470588,.235294117647059,.176470588235294,.176470588235294,.0588235294117647,0,.294117647058824,.352941176470588,.352941176470588,.588235294117647,.0588235294117647,.176470588235294,.352941176470588
72,蒋锡培,0,4,2,696,698,9071,43,20,3441,.00775126553703804,.000179185437678736,10,0,1,3,24,5,19,3,1,19,1,0,5,16,22,30,5,16,12,0,0,0,1,0,0,0,1,0,0,0,0,2.84385542262316,3.95765516694349,2.84260923961056,0,-3.74669728816022,-2.11062738512177,1.63346845557959,1.30102999566398,1, ,0,.477121254719662,1.38021124171161,.698970004336019,1.27875360095283,.477121254719662,0,1.27875360095283,0, ,.698970004336019,1.20411998265592,1.34242268082221,1.47712125471966,.698970004336019,1.20411998265592,1.07918124604762,.232558139534884,0,.0232558139534884,.0697674418604651,.558139534883721,.116279069767442,.441860465116279,.0697674418604651,.0232558139534884,.441860465116279,.0232558139534884,0,.116279069767442,.372093023255814,.511627906976744,.697674418604651,.116279069767442,.372093023255814,.27906976744186
73,叫兽易小星,0,6,1,934,748,5851,4,3,5004,.000159015317699971,.000333591186252453,2,0,0,1,0,1,1,0,0,2,1,0,1,2,1,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2.87390159786446,3.76723009811072,2.97034687623009,0,-3.47678543229236,-3.79856103874775,.602059991327962,.477121254719662,.301029995663981, , ,0, ,0,0, , ,.301029995663981,0, ,0,.301029995663981,0,.602059991327962, ,0,0,.5,0,0,.25,0,.25,.25,0,0,.5,.25,0,.25,.5,.25,1,0,.25,.25
74,经纬张颖,0,4,1,969,835,6357,4,4,493,.000947437593548432,1.72860765042015E-005,1,0,0,1,1,1,1,1,0,2,0,0,1,1,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.9216864754836,3.80325221143046,2.98632377705077,0,-4.76230356924413,-3.02344938681651,.602059991327962,.602059991327962,0, , ,0,0,0,0,0, ,.301029995663981, , ,0,0,.301029995663981,.602059991327962, , ,0,.25,0,0,.25,.25,.25,.25,.25,0,.5,0,0,.25,.25,.5,1,0,0,.25
75,阚治东,0,4,1,615,743,1665,2,1,96,.000390550400527946,5.33001730159228E-005,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.87098881376058,3.22141423784234,2.78887511577542,0,-4.27327138122223,-3.40832291246851,.301029995663981,0, , , , ,.301029995663981, ,.301029995663981, , , , , , , ,.301029995663981,0, , ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.5,0,0,.5
76,孔二狗,0,3,1,1680,278,10646,3,1,87,.00010025732087541,2.86770751028522E-008,0,0,0,0,0,3,1,0,0,0,0,2,0,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.44404479591808,4.02718646183674,3.22530928172586,0,-7.54246514629117,-3.99888390499498,.477121254719662,0, , , , , ,.477121254719662,0, , , , ,.301029995663981, ,.477121254719662, ,0, , ,0,0,0,0,0,0,1,.333333333333333,0,0,0,0,.666666666666667,0,1,0,.333333333333333,0,0,.333333333333333
77,孔庆东,0,3,1,601,244,77927,7,2,1711,.00114609891228797,1.24700416447871E-006,0,0,0,0,0,7,0,1,1,2,0,3,2,5,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.38738982633873,4.89168795727955,2.77887447200274,0,-5.90413209615489,-2.94077789963989,.845098040014257,.301029995663981, , , , , ,.845098040014257, ,0,0,.301029995663981, ,.477121254719662,.301029995663981,.698970004336019, ,.698970004336019, , , ,0,0,0,0,0,1,0,.142857142857143,.142857142857143,.285714285714286,0,.428571428571429,.285714285714286,.714285714285714,0,.714285714285714,0,0,0
78,昆明市长,0,5,2,227,91,915,11,4,5121,.000896447223171883,.000100603840295625,4,0,0,0,7,0,2,1,1,7,0,0,2,9,0,11,0,6,3,0,0,0,0,1,0,0,1,0,0,0,0,1.95904139232109,2.96142109406645,2.35602585719312,0,-3.99738544087685,-3.04747527370907,1.04139268515823,.602059991327962,.602059991327962, , , ,.845098040014257, ,.301029995663981,0,0,.845098040014257, , ,.301029995663981,.954242509439325, ,1.04139268515823, ,.778151250383644,.477121254719662,.363636363636364,0,0,0,.636363636363636,0,.181818181818182,.0909090909090909,.0909090909090909,.636363636363636,0,0,.181818181818182,.818181818181818,0,1,0,.545454545454545,.272727272727273
79,郎咸平,0,3,1,4,1688,311,5,4,2279,.000252225323568721,4.04436131102584E-005,4,1,0,0,0,0,1,1,0,3,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.22737244228964,2.49276038902684,.602059991327962,0,-4.39315005279039,-3.59821131215611,.698970004336019,.602059991327962,.602059991327962,0, , , , ,0,0, ,.477121254719662, , ,.602059991327962, ,0,0, , , ,.8,.2,0,0,0,0,.2,.2,0,.6,0,0,.8,0,.2,.2,0,0,0
80,郎永淳,0,2,1,590,723,2358,4,3,719,.00023467802406363,6.60827490192817E-005,0,0,1,2,1,0,3,0,0,1,0,0,2,0,2,2,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,2.85913829729453,3.37254380075907,2.77085201164214,0,-4.1799118988131,-3.62952757710252,.602059991327962,.477121254719662, , ,0,.301029995663981,0, ,.477121254719662, , ,0, , ,.301029995663981, ,.301029995663981,.301029995663981, ,.301029995663981,.477121254719662,0,0,.25,.5,.25,0,.75,0,0,.25,0,0,.5,0,.5,.5,0,.5,.75
81,老沉,0,2,1,2950,704,36934,566,48,127846,.15670391787138,.00307658805175327,29,108,29,32,230,138,441,42,14,47,3,19,21,131,414,402,41,104,235,0,1,0,0,0,0,1,0,0,0,0,0,2.84757265914211,4.56742634485257,3.46982201597816,0,-2.51193065091779,-.804920145275822,2.75281643118827,1.68124123737559,1.46239799789896,2.03342375548695,1.46239799789896,1.50514997831991,2.36172783601759,2.13987908640124,2.64443858946784,1.6232492903979,1.14612803567824,1.67209785793572,.477121254719662,1.27875360095283,1.32221929473392,2.11727129565576,2.6170003411209,2.60422605308447,1.61278385671974,2.01703333929878,2.37106786227174,.0512367491166078,.190812720848057,.0512367491166078,.0565371024734982,.406360424028269,.243816254416961,.779151943462898,.0742049469964664,.0247349823321555,.0830388692579505,.00530035335689046,.0335689045936396,.0371024734982332,.231448763250883,.731448763250883,.710247349823322,.0724381625441696,.183745583038869,.415194346289753
