id	starname	议题	发文数	总评论数	总转发数	总点赞数
107	李学凌	国家议程	0	0	0	0
107	李学凌	公权政策	0	0	0	0
107	李学凌	法律案例	0	0	0	0
107	李学凌	社会矛盾	0	0	0	0
107	李学凌	灾难救助	0	0	0	0
107	李学凌	涉外涉军	1	8	22	4
108	李静	国家议程	4	1267	6584	48371
108	李静	公权政策	0	0	0	0
108	李静	法律案例	0	0	0	0
108	李静	社会矛盾	4	1703	43635	45077
108	李静	灾难救助	10	2600	15192	10487
108	李静	涉外涉军	0	0	0	0
109	郎永淳	国家议程	0	0	0	0
109	郎永淳	公权政策	0	0	0	0
109	郎永淳	法律案例	1	182	365	79
109	郎永淳	社会矛盾	2	163	236	17
109	郎永淳	灾难救助	1	24	118	8
109	郎永淳	涉外涉军	0	0	0	0
110	贾樟柯	国家议程	0	0	0	0
110	贾樟柯	公权政策	1	63	102	174
110	贾樟柯	法律案例	0	0	0	0
110	贾樟柯	社会矛盾	2	137	397	17
110	贾樟柯	灾难救助	38	2008	9738	5536
110	贾樟柯	涉外涉军	1	58	89	194
111	何力	国家议程	2	4	10	35
111	何力	公权政策	7	50	171	33
111	何力	法律案例	7	47	225	56
111	何力	社会矛盾	3	11	571	24
111	何力	灾难救助	15	49	321	89
111	何力	涉外涉军	0	0	0	0
112	封新城	国家议程	0	0	0	0
112	封新城	公权政策	6	402	1676	217
112	封新城	法律案例	8	535	2679	243
112	封新城	社会矛盾	6	365	2515	894
112	封新城	灾难救助	17	1455	5341	1152
112	封新城	涉外涉军	2	46	325	31
113	范以锦	国家议程	0	0	0	0
113	范以锦	公权政策	1	7	11	3
113	范以锦	法律案例	0	0	0	0
113	范以锦	社会矛盾	0	0	0	0
113	范以锦	灾难救助	12	96	422	69
113	范以锦	涉外涉军	0	0	0	0
114	邓飞	国家议程	0	0	0	0
114	邓飞	公权政策	3	220	1327	91
114	邓飞	法律案例	6	784	974	302
114	邓飞	社会矛盾	8	1151	1088	1331
114	邓飞	灾难救助	12	534	1598	434
114	邓飞	涉外涉军	0	0	0	0
115	崔永元	国家议程	3	3128	2802	10353
115	崔永元	公权政策	0	0	0	0
115	崔永元	法律案例	0	0	0	0
115	崔永元	社会矛盾	0	0	0	0
115	崔永元	灾难救助	0	0	0	0
115	崔永元	涉外涉军	3	2643	1644	18901
116	曹景行	国家议程	2	81	105	371
116	曹景行	公权政策	2	102	69	83
116	曹景行	法律案例	0	0	0	0
116	曹景行	社会矛盾	2	83	48	39
116	曹景行	灾难救助	0	0	0	0
116	曹景行	涉外涉军	93	966	1032	1483
117	郭敬明	国家议程	0	0	0	0
117	郭敬明	公权政策	0	0	0	0
117	郭敬明	法律案例	0	0	0	0
117	郭敬明	社会矛盾	0	0	0	0
117	郭敬明	灾难救助	0	0	0	0
117	郭敬明	涉外涉军	1	2059	4500	89401
118	主播李湘	国家议程	0	0	0	0
118	主播李湘	公权政策	0	0	0	0
118	主播李湘	法律案例	0	0	0	0
118	主播李湘	社会矛盾	0	0	0	0
118	主播李湘	灾难救助	1	441	1177	11321
118	主播李湘	涉外涉军	1	136	1718	23216
119	周立波	国家议程	0	0	0	0
119	周立波	公权政策	0	0	0	0
119	周立波	法律案例	0	0	0	0
119	周立波	社会矛盾	2	12999	44466	16338
119	周立波	灾难救助	0	0	0	0
119	周立波	涉外涉军	1	0	5143	24463
120	赵薇	国家议程	0	0	0	0
120	赵薇	公权政策	0	0	0	0
120	赵薇	法律案例	0	0	0	0
120	赵薇	社会矛盾	1	1029	1494	30549
120	赵薇	灾难救助	6	17809	30321	86336
120	赵薇	涉外涉军	1	458640	15655	130497
121	张歆艺	国家议程	1	908	129	42809
121	张歆艺	公权政策	0	0	0	0
121	张歆艺	法律案例	1	309	420	161
121	张歆艺	社会矛盾	0	0	0	0
121	张歆艺	灾难救助	3	1496	3228	7754
121	张歆艺	涉外涉军	0	0	0	0
122	张靓颖	国家议程	2	5444	6349	145822
122	张靓颖	公权政策	0	0	0	0
122	张靓颖	法律案例	0	0	0	0
122	张靓颖	社会矛盾	0	0	0	0
122	张靓颖	灾难救助	9	5859	15778	47091
122	张靓颖	涉外涉军	0	0	0	0
123	张杰	国家议程	2	18548	50072	516040
123	张杰	公权政策	0	0	0	0
123	张杰	法律案例	0	0	0	0
123	张杰	社会矛盾	1	12179	16448	131354
123	张杰	灾难救助	2	32414	64503	225462
123	张杰	涉外涉军	1	17285	98424	356196
124	岳云鹏	国家议程	1	4154	830	104840
124	岳云鹏	公权政策	2	918	594	3178
124	岳云鹏	法律案例	0	0	0	0
124	岳云鹏	社会矛盾	0	0	0	0
124	岳云鹏	灾难救助	3	889	42697	443943
124	岳云鹏	涉外涉军	1	1733	3901	69423
125	姚晨	国家议程	5	3163	23744	200733
125	姚晨	公权政策	2	3348	1087	54131
125	姚晨	法律案例	3	3274	3006	28797
125	姚晨	社会矛盾	9	6455	33065	103736
125	姚晨	灾难救助	38	49406	175225	452798
125	姚晨	涉外涉军	0	0	0	0
126	杨幂	国家议程	1	12552	10937	300840
126	杨幂	公权政策	0	0	0	0
126	杨幂	法律案例	0	0	0	0
126	杨幂	社会矛盾	1	75471	149007	143760
126	杨幂	灾难救助	12	46283	77681	424699
126	杨幂	涉外涉军	1	51017	207669	528296
127	谢娜	国家议程	3	9805	46095	683049
127	谢娜	公权政策	0	0	0	0
127	谢娜	法律案例	0	0	0	0
127	谢娜	社会矛盾	1	3366	23733	142858
127	谢娜	灾难救助	9	22083	70894	481322
127	谢娜	涉外涉军	1	9204	22180	419568
128	小S	国家议程	0	0	0	0
128	小S	公权政策	0	0	0	0
128	小S	法律案例	0	0	0	0
128	小S	社会矛盾	1	361	3107	8581
128	小S	灾难救助	1	1234	2382	944
128	小S	涉外涉军	0	0	0	0
129	吴奇隆	国家议程	0	0	0	0
129	吴奇隆	公权政策	0	0	0	0
129	吴奇隆	法律案例	0	0	0	0
129	吴奇隆	社会矛盾	0	0	0	0
129	吴奇隆	灾难救助	6	99379	66264	56912
129	吴奇隆	涉外涉军	0	0	0	0
130	王珞丹	国家议程	0	0	0	0
130	王珞丹	公权政策	0	0	0	0
130	王珞丹	法律案例	0	0	0	0
130	王珞丹	社会矛盾	0	0	0	0
130	王珞丹	灾难救助	2	1266	3327	17489
130	王珞丹	涉外涉军	0	0	0	0
131	王力宏	国家议程	1	2630	2762	69296
131	王力宏	公权政策	0	0	0	0
131	王力宏	法律案例	0	0	0	0
131	王力宏	社会矛盾	1	5042	9197	42791
131	王力宏	灾难救助	2	15235	11505	68420
131	王力宏	涉外涉军	0	0	0	0
132	佟丽娅	国家议程	1	479	2145	30508
132	佟丽娅	公权政策	0	0	0	0
132	佟丽娅	法律案例	0	0	0	0
132	佟丽娅	社会矛盾	2	5048	9517	156692
132	佟丽娅	灾难救助	10	8702	22933	72613
132	佟丽娅	涉外涉军	0	0	0	0
133	唐嫣	国家议程	2	13928	101209	478611
133	唐嫣	公权政策	0	0	0	0
133	唐嫣	法律案例	0	0	0	0
133	唐嫣	社会矛盾	0	0	0	0
133	唐嫣	灾难救助	6	68036	96102	496869
133	唐嫣	涉外涉军	1	17214	126932	293953
134	戚薇	国家议程	1	2253	2323	139259
134	戚薇	公权政策	0	0	0	0
134	戚薇	法律案例	0	0	0	0
134	戚薇	社会矛盾	1	1289	4531	61810
134	戚薇	灾难救助	2	5340	4162	32549
134	戚薇	涉外涉军	1	2868	9272	122235
135	彭于晏	国家议程	0	0	0	0
135	彭于晏	公权政策	0	0	0	0
135	彭于晏	法律案例	0	0	0	0
135	彭于晏	社会矛盾	0	0	0	0
135	彭于晏	灾难救助	8	4673	24145	96922
135	彭于晏	涉外涉军	0	0	0	0
136	那英	国家议程	0	0	0	0
136	那英	公权政策	0	0	0	0
136	那英	法律案例	0	0	0	0
136	那英	社会矛盾	0	0	0	0
136	那英	灾难救助	1	173	105	214
136	那英	涉外涉军	0	0	0	0
137	马伊_	国家议程	1	3902	642	201255
137	马伊_	公权政策	0	0	0	0
137	马伊_	法律案例	1	555	3233	351
137	马伊_	社会矛盾	1	133	271	999
137	马伊_	灾难救助	0	15	20000	68656
137	马伊_	涉外涉军	0	0	0	0
138	柳岩	国家议程	1	1083	5401	41909
138	柳岩	公权政策	0	0	0	0
138	柳岩	法律案例	0	0	0	0
138	柳岩	社会矛盾	0	0	0	0
138	柳岩	灾难救助	1	873	1390	7417
138	柳岩	涉外涉军	1	2341	12281	82153
139	刘烨	国家议程	3	52277	42128	702393
139	刘烨	公权政策	0	0	0	0
139	刘烨	法律案例	0	0	0	0
139	刘烨	社会矛盾	0	0	0	0
139	刘烨	灾难救助	2	4786	8905	7548
139	刘烨	涉外涉军	1	3303	11320	79156
140	刘诗诗	国家议程	1	14928	5831	127440
140	刘诗诗	公权政策	0	0	0	0
140	刘诗诗	法律案例	0	0	0	0
140	刘诗诗	社会矛盾	0	0	0	0
140	刘诗诗	灾难救助	6	42627	51603	152229
140	刘诗诗	涉外涉军	1	35487	259761	278392
141	刘若英	国家议程	0	0	0	0
141	刘若英	公权政策	0	0	0	0
141	刘若英	法律案例	0	0	0	0
141	刘若英	社会矛盾	1	385	1106	2997
141	刘若英	灾难救助	5	1630	4717	12214
141	刘若英	涉外涉军	0	0	0	0
142	林心如	国家议程	0	0	0	0
142	林心如	公权政策	0	0	0	0
142	林心如	法律案例	0	0	0	0
142	林心如	社会矛盾	0	0	0	0
142	林心如	灾难救助	0	0	0	0
142	林心如	涉外涉军	1	705	1031	14489
143	林俊杰	国家议程	0	0	0	0
143	林俊杰	公权政策	0	0	0	0
143	林俊杰	法律案例	0	0	0	0
143	林俊杰	社会矛盾	1	14286	4100	28412
143	林俊杰	灾难救助	3	9980	17713	100101
143	林俊杰	涉外涉军	0	0	0	0
144	林更新	国家议程	0	0	0	0
144	林更新	公权政策	0	0	0	0
144	林更新	法律案例	0	0	0	0
144	林更新	社会矛盾	0	0	0	0
144	林更新	灾难救助	1	3392	10642	2463
144	林更新	涉外涉军	0	0	0	0
145	李小璐super璐	国家议程	4	6354	20472	374452
145	李小璐super璐	公权政策	0	0	0	0
145	李小璐super璐	法律案例	0	0	0	0
145	李小璐super璐	社会矛盾	6	14648	26861	312979
145	李小璐super璐	灾难救助	26	37123	123677	1122306
145	李小璐super璐	涉外涉军	0	0	0	0
146	李维嘉	国家议程	3	2157	7342	188544
146	李维嘉	公权政策	0	0	0	0
146	李维嘉	法律案例	1	320	644	282
146	李维嘉	社会矛盾	1	771	5951	17519
146	李维嘉	灾难救助	8	6085	44929	131700
146	李维嘉	涉外涉军	0	0	0	0
147	李晨	国家议程	6	23209	73532	1192852
147	李晨	公权政策	1	3	273	148
147	李晨	法律案例	2	2	1212	467
147	李晨	社会矛盾	3	6825	21007	124296
147	李晨	灾难救助	32	28776	94761	689043
147	李晨	涉外涉军	1	1407	1397	63370
148	李冰冰	国家议程	4	2624	3727	79042
148	李冰冰	公权政策	0	0	0	0
148	李冰冰	法律案例	0	0	0	0
148	李冰冰	社会矛盾	1	1393	2764	21565
148	李冰冰	灾难救助	21	16346	63288	149145
148	李冰冰	涉外涉军	0	0	0	0
149	黄晓明	国家议程	5	25724	51948	1216290
149	黄晓明	公权政策	0	0	0	0
149	黄晓明	法律案例	1	1760	3160	1866
149	黄晓明	社会矛盾	2	3512	10480	5240
149	黄晓明	灾难救助	37	58630	186940	1066238
149	黄晓明	涉外涉军	2	5081	10209	200854
150	黄圣依	国家议程	0	0	0	0
150	黄圣依	公权政策	0	0	0	0
150	黄圣依	法律案例	0	0	0	0
150	黄圣依	社会矛盾	0	0	0	0
150	黄圣依	灾难救助	3	5363	12181	1898
150	黄圣依	涉外涉军	0	0	0	0
151	黄磊微博	国家议程	0	0	0	0
151	黄磊微博	公权政策	0	0	0	0
151	黄磊微博	法律案例	0	0	0	0
151	黄磊微博	社会矛盾	0	0	0	0
151	黄磊微博	灾难救助	1	803	1209	13713
151	黄磊微博	涉外涉军	0	0	0	0
152	黄渤	国家议程	1	3757	3731	194336
152	黄渤	公权政策	0	0	0	0
152	黄渤	法律案例	0	0	0	0
152	黄渤	社会矛盾	0	0	0	0
152	黄渤	灾难救助	3	2268	13667	6035
152	黄渤	涉外涉军	0	0	0	0
153	胡兵	国家议程	3	12949	29911	60623
153	胡兵	公权政策	0	0	0	0
153	胡兵	法律案例	0	0	0	0
153	胡兵	社会矛盾	0	0	0	0
153	胡兵	灾难救助	6	1974	2188	1725
153	胡兵	涉外涉军	0	0	0	0
154	黑人建州	国家议程	0	0	0	0
154	黑人建州	公权政策	0	0	0	0
154	黑人建州	法律案例	0	0	0	0
154	黑人建州	社会矛盾	0	0	0	0
154	黑人建州	灾难救助	3	1218	6602	4379
154	黑人建州	涉外涉军	0	0	0	0
155	何炅	国家议程	4	35119	54809	1995878
155	何炅	公权政策	0	0	0	0
155	何炅	法律案例	0	0	0	0
155	何炅	社会矛盾	0	0	0	0
155	何炅	灾难救助	20	33438	128187	326380
155	何炅	涉外涉军	1	10137	31663	432111
156	高圆圆	国家议程	0	0	0	0
156	高圆圆	公权政策	0	0	0	0
156	高圆圆	法律案例	0	0	0	0
156	高圆圆	社会矛盾	0	0	0	0
156	高圆圆	灾难救助	5	8199	21122	188905
156	高圆圆	涉外涉军	0	0	0	0
157	高晓松	国家议程	0	0	0	0
157	高晓松	公权政策	1	2148	3776	777
157	高晓松	法律案例	2	8785	22283	3170
157	高晓松	社会矛盾	0	0	0	0
157	高晓松	灾难救助	0	0	0	0
157	高晓松	涉外涉军	2	4919	4079	5597
158	冯小刚	国家议程	1	1758	1787	26394
158	冯小刚	公权政策	0	0	0	0
158	冯小刚	法律案例	0	0	0	0
158	冯小刚	社会矛盾	0	0	0	0
158	冯小刚	灾难救助	1	3048	8762	3368
158	冯小刚	涉外涉军	0	0	0	0
159	范冰冰	国家议程	4	27252	66294	1160747
159	范冰冰	公权政策	0	0	0	0
159	范冰冰	法律案例	0	0	0	0
159	范冰冰	社会矛盾	3	13139	45546	324915
159	范冰冰	灾难救助	7	49273	44407	741477
159	范冰冰	涉外涉军	0	0	0	0
160	杜海涛	国家议程	1	2534	956	197345
160	杜海涛	公权政策	0	0	0	0
160	杜海涛	法律案例	0	0	0	0
160	杜海涛	社会矛盾	0	0	0	0
160	杜海涛	灾难救助	4	5012	14372	146582
160	杜海涛	涉外涉军	0	0	0	0
161	大S	国家议程	0	0	0	0
161	大S	公权政策	0	0	0	0
161	大S	法律案例	0	0	0	0
161	大S	社会矛盾	2	42578	46664	84553
161	大S	灾难救助	1	495	2160	893
161	大S	涉外涉军	0	0	0	0
162	成龙	国家议程	2	8897	4175	317339
162	成龙	公权政策	0	0	0	0
162	成龙	法律案例	0	0	0	0
162	成龙	社会矛盾	0	0	0	0
162	成龙	灾难救助	3	17503	12829	314024
162	成龙	涉外涉军	0	0	0	0
163	陈坤	国家议程	0	0	0	0
163	陈坤	公权政策	0	0	0	0
163	陈坤	法律案例	10	22524	53554	13200
163	陈坤	社会矛盾	3	18170	19321	21118
163	陈坤	灾难救助	33	28430	136419	95557
163	陈坤	涉外涉军	1	1670	5036	69557
164	蔡依林	国家议程	0	0	0	0
164	蔡依林	公权政策	0	0	0	0
164	蔡依林	法律案例	0	0	0	0
164	蔡依林	社会矛盾	0	0	0	0
164	蔡依林	灾难救助	6	10950	18079	51780
164	蔡依林	涉外涉军	0	0	0	0
165	蔡康永	国家议程	0	0	0	0
165	蔡康永	公权政策	0	0	0	0
165	蔡康永	法律案例	0	0	0	0
165	蔡康永	社会矛盾	0	0	0	0
165	蔡康永	灾难救助	5	944	9543	8571
165	蔡康永	涉外涉军	0	0	0	0
166	angelababy	国家议程	1	11363	31729	380465
166	angelababy	公权政策	0	0	0	0
166	angelababy	法律案例	1	866	1067	2333
166	angelababy	社会矛盾	0	0	0	0
166	angelababy	灾难救助	8	28785	45695	497919
166	angelababy	涉外涉军	0	0	0	0
167	朱骏	国家议程	0	0	0	0
167	朱骏	公权政策	2	541	385	594
167	朱骏	法律案例	0	0	0	0
167	朱骏	社会矛盾	0	0	0	0
167	朱骏	灾难救助	1	28	117	23
167	朱骏	涉外涉军	0	0	0	0
168	周鸿_	国家议程	13	2349	2805	12939
168	周鸿_	公权政策	1	241	142	258
168	周鸿_	法律案例	0	0	0	0
168	周鸿_	社会矛盾	2	616	1603	4365
168	周鸿_	灾难救助	31	6197	23384	8692
168	周鸿_	涉外涉军	2	571	263	642
169	张亚勤	国家议程	0	0	0	0
169	张亚勤	公权政策	0	0	0	0
169	张亚勤	法律案例	2	180	527	49
169	张亚勤	社会矛盾	0	0	0	0
169	张亚勤	灾难救助	5	193	743	64
169	张亚勤	涉外涉军	1	1001	2623	766
170	张醒生	国家议程	0	0	0	0
170	张醒生	公权政策	7	762	9725	341
170	张醒生	法律案例	2	12	28	12
170	张醒生	社会矛盾	23	1859	13489	13042
170	张醒生	灾难救助	12	653	3694	1002
170	张醒生	涉外涉军	2	11	18	53
171	张欣	国家议程	1	51	119	795
171	张欣	公权政策	5	816	15327	464
171	张欣	法律案例	1	202	406	77
171	张欣	社会矛盾	2	305	4038	1505
171	张欣	灾难救助	6	820	3847	653
171	张欣	涉外涉军	2	238	1227	171
172	张小波	国家议程	2	58	114	54
172	张小波	公权政策	10	231	219	183
172	张小波	法律案例	16	281	426	458
172	张小波	社会矛盾	6	132	378	376
172	张小波	灾难救助	8	196	344	351
172	张小波	涉外涉军	11	214	645	231
173	张向东	国家议程	2	26	76	46
173	张向东	公权政策	1	6	3	6
173	张向东	法律案例	2	52	737	58
173	张向东	社会矛盾	3	42	82	61
173	张向东	灾难救助	8	78	491	110
173	张向东	涉外涉军	6	68	279	88
174	袁岳	国家议程	5	65	63	798
174	袁岳	公权政策	1	65	11	118
174	袁岳	法律案例	0	0	0	0
174	袁岳	社会矛盾	1	19	89	109
174	袁岳	灾难救助	11	230	975	801
174	袁岳	涉外涉军	9	110	268	291
175	俞永福	国家议程	0	0	0	0
175	俞永福	公权政策	2	72	137	11
175	俞永福	法律案例	0	0	0	0
175	俞永福	社会矛盾	0	0	0	0
175	俞永福	灾难救助	0	0	0	0
175	俞永福	涉外涉军	0	0	0	0
176	俞敏洪	国家议程	0	0	0	0
176	俞敏洪	公权政策	0	0	0	0
176	俞敏洪	法律案例	0	0	0	0
176	俞敏洪	社会矛盾	1	2928	5429	36348
176	俞敏洪	灾难救助	1	564	820	360
176	俞敏洪	涉外涉军	0	0	0	0
177	余承东	国家议程	6	1249	1336	7522
177	余承东	公权政策	0	0	0	0
177	余承东	法律案例	1	34	18	6
177	余承东	社会矛盾	0	0	0	0
177	余承东	灾难救助	4	964	814	463
177	余承东	涉外涉军	0	0	0	0
178	姚劲波	国家议程	1	1621	119	659
178	姚劲波	公权政策	1	141	86	362
178	姚劲波	法律案例	0	0	0	0
178	姚劲波	社会矛盾	1	117	124	75
178	姚劲波	灾难救助	6	1996	1560	4302
178	姚劲波	涉外涉军	1	270	511	58
179	杨伟庆	国家议程	0	0	0	0
179	杨伟庆	公权政策	0	0	0	0
179	杨伟庆	法律案例	1	5	20	1
179	杨伟庆	社会矛盾	0	0	0	0
179	杨伟庆	灾难救助	4	52	206	18
179	杨伟庆	涉外涉军	0	0	0	0
180	杨建国	国家议程	27	107	448	441
180	杨建国	公权政策	3	2	9	5
180	杨建国	法律案例	0	0	0	0
180	杨建国	社会矛盾	0	0	0	0
180	杨建国	灾难救助	0	0	0	0
180	杨建国	涉外涉军	9	16	70	36
181	王小川	国家议程	1	29	16	111
181	王小川	公权政策	3	188	418	777
181	王小川	法律案例	0	0	0	0
181	王小川	社会矛盾	1	3151	4315	76113
181	王小川	灾难救助	3	1888	34372	2265
181	王小川	涉外涉军	0	0	0	0
182	王石	国家议程	1	357	376	1186
182	王石	公权政策	15	9688	44762	4283
182	王石	法律案例	1	191	430	87
182	王石	社会矛盾	4	1060	9540	3713
182	王石	灾难救助	12	2732	10598	4020
182	王石	涉外涉军	1	695	4364	252
183	王冉	国家议程	2	189	703	305
183	王冉	公权政策	11	526	6255	464
183	王冉	法律案例	43	4154	24188	4717
183	王冉	社会矛盾	11	1037	3837	2552
183	王冉	灾难救助	40	2885	11516	1942
183	王冉	涉外涉军	4	133	510	96
184	唐骏	国家议程	0	0	0	0
184	唐骏	公权政策	2	48	119	76
184	唐骏	法律案例	0	0	0	0
184	唐骏	社会矛盾	0	0	0	0
184	唐骏	灾难救助	0	0	0	0
184	唐骏	涉外涉军	0	0	0	0
185	瘦马	国家议程	0	0	0	0
185	瘦马	公权政策	0	0	0	0
185	瘦马	法律案例	0	0	0	0
185	瘦马	社会矛盾	0	0	0	0
185	瘦马	灾难救助	1	0	2	2
185	瘦马	涉外涉军	0	0	0	0
186	史玉柱大闲人	国家议程	0	0	0	0
186	史玉柱大闲人	公权政策	0	0	0	0
186	史玉柱大闲人	法律案例	0	0	0	0
186	史玉柱大闲人	社会矛盾	0	0	0	0
186	史玉柱大闲人	灾难救助	1	413	157	312
186	史玉柱大闲人	涉外涉军	2	1218	456	5480
187	潘石屹	国家议程	3	2	1491	4172
187	潘石屹	公权政策	29	7493	52285	7040
187	潘石屹	法律案例	16	8040	36897	5384
187	潘石屹	社会矛盾	12	1312	22062	27995
187	潘石屹	灾难救助	42	17088	58895	29931
187	潘石屹	涉外涉军	1	160	350	150
188	倪正东	国家议程	0	0	0	0
188	倪正东	公权政策	2	52	84	14
188	倪正东	法律案例	0	0	0	0
188	倪正东	社会矛盾	0	0	0	0
188	倪正东	灾难救助	0	0	0	0
188	倪正东	涉外涉军	0	0	0	0
189	刘春	国家议程	4	936	770	2700
189	刘春	公权政策	14	2790	7902	4783
189	刘春	法律案例	16	2847	4916	1267
189	刘春	社会矛盾	16	4031	14133	7500
189	刘春	灾难救助	42	8893	34121	8805
189	刘春	涉外涉军	9	1695	2756	2242
190	林斌_Bin	国家议程	4	438	840	7117
190	林斌_Bin	公权政策	0	0	0	0
190	林斌_Bin	法律案例	0	0	0	0
190	林斌_Bin	社会矛盾	2	132	180	605
190	林斌_Bin	灾难救助	5	190	990	1276
190	林斌_Bin	涉外涉军	1	76	140	619
191	李亦非	国家议程	0	0	0	0
191	李亦非	公权政策	0	0	0	0
191	李亦非	法律案例	3	278	368	81
191	李亦非	社会矛盾	1	23	54	12
191	李亦非	灾难救助	2	160	496	36
191	李亦非	涉外涉军	1	151	944	35
192	李开复	国家议程	1	251	1426	3848
192	李开复	公权政策	30	41511	121960	19775
192	李开复	法律案例	62	118900	335729	46973
192	李开复	社会矛盾	8	9223	22901	5330
192	李开复	灾难救助	23	22812	103509	25066
192	李开复	涉外涉军	18	10364	26425	8078
193	李厚霖	国家议程	4	16	15	151
193	李厚霖	公权政策	0	0	0	0
193	李厚霖	法律案例	1	2	32	13
193	李厚霖	社会矛盾	5	44	121	76
193	李厚霖	灾难救助	14	845	1688	4561
193	李厚霖	涉外涉军	4	13	31	73
194	李东生	国家议程	3	285	236	863
194	李东生	公权政策	3	376	801	244
194	李东生	法律案例	0	0	0	0
194	李东生	社会矛盾	0	0	0	0
194	李东生	灾难救助	5	271	596	404
194	李东生	涉外涉军	1	241	383	153
195	雷军	国家议程	7	5356	4757	44343
195	雷军	公权政策	0	0	0	0
195	雷军	法律案例	0	0	0	0
195	雷军	社会矛盾	1	520	2769	3616
195	雷军	灾难救助	5	2520	4035	8227
195	雷军	涉外涉军	0	0	0	0
196	老李飞刀	国家议程	0	0	0	0
196	老李飞刀	公权政策	0	0	0	0
196	老李飞刀	法律案例	0	0	0	0
196	老李飞刀	社会矛盾	0	0	0	0
196	老李飞刀	灾难救助	1	13	32	2
196	老李飞刀	涉外涉军	0	0	0	0
197	阚治东	国家议程	0	0	0	0
197	阚治东	公权政策	0	0	0	0
197	阚治东	法律案例	0	0	0	0
197	阚治东	社会矛盾	0	0	0	0
197	阚治东	灾难救助	2	30	96	9
197	阚治东	涉外涉军	0	0	0	0
198	经纬张颖	国家议程	1	16	70	124
198	经纬张颖	公权政策	0	0	0	0
198	经纬张颖	法律案例	0	0	0	0
198	经纬张颖	社会矛盾	1	27	168	90
198	经纬张颖	灾难救助	1	53	97	113
198	经纬张颖	涉外涉军	1	24	158	11
199	蒋锡培	国家议程	10	96	568	548
199	蒋锡培	公权政策	0	0	0	0
199	蒋锡培	法律案例	1	16	52	7
199	蒋锡培	社会矛盾	3	48	156	95
199	蒋锡培	灾难救助	24	606	2478	295
199	蒋锡培	涉外涉军	5	53	187	122
200	姜岚昕	国家议程	12	126	851	1426
200	姜岚昕	公权政策	1	15	31	15
200	姜岚昕	法律案例	3	160	114	254
200	姜岚昕	社会矛盾	15	2171	3327	981
200	姜岚昕	灾难救助	17	205	631	400
200	姜岚昕	涉外涉军	3	263	175	398
201	江南春	国家议程	1	187	155	1293
201	江南春	公权政策	0	0	0	0
201	江南春	法律案例	0	0	0	0
201	江南春	社会矛盾	0	0	0	0
201	江南春	灾难救助	5	5	138	24
201	江南春	涉外涉军	0	0	0	0
202	贾跃亭	国家议程	3	1702	4543	3251
202	贾跃亭	公权政策	0	0	0	0
202	贾跃亭	法律案例	2	34	123	28
202	贾跃亭	社会矛盾	2	215	445	360
202	贾跃亭	灾难救助	8	396	1478	1409
202	贾跃亭	涉外涉军	0	0	0	0
203	姬十三	国家议程	0	0	0	0
203	姬十三	公权政策	0	0	0	0
203	姬十三	法律案例	1	69	205	19
203	姬十三	社会矛盾	5	187	643	422
203	姬十三	灾难救助	3	83	521	65
203	姬十三	涉外涉军	0	0	0	0
204	董路	国家议程	6	1653	1744	12521
204	董路	公权政策	0	0	0	0
204	董路	法律案例	0	0	0	0
204	董路	社会矛盾	0	0	0	0
204	董路	灾难救助	0	0	0	0
204	董路	涉外涉军	0	0	0	0
205	当当李国庆	国家议程	2	58	37	193
205	当当李国庆	公权政策	7	376	8876	208
205	当当李国庆	法律案例	24	2757	12580	1174
205	当当李国庆	社会矛盾	4	468	849	239
205	当当李国庆	灾难救助	17	932	5312	1083
205	当当李国庆	涉外涉军	1	55	19	41
206	陈年	国家议程	0	0	0	0
206	陈年	公权政策	0	0	0	0
206	陈年	法律案例	5	185	751	79
206	陈年	社会矛盾	0	0	0	0
206	陈年	灾难救助	14	570	1909	196
206	陈年	涉外涉军	0	0	0	0
207	陈光标	国家议程	0	0	0	0
207	陈光标	公权政策	0	0	0	0
207	陈光标	法律案例	2	265	213	146
207	陈光标	社会矛盾	0	0	0	0
207	陈光标	灾难救助	0	0	0	0
207	陈光标	涉外涉军	4	3249	2315	6081
208	蔡文胜	国家议程	0	0	0	0
208	蔡文胜	公权政策	2	146	522	55
208	蔡文胜	法律案例	2	117	469	36
208	蔡文胜	社会矛盾	2	54	952	547
208	蔡文胜	灾难救助	12	502	2673	216
208	蔡文胜	涉外涉军	2	1941	2123	46953
209	爱国者冯军	国家议程	9	119	122	719
209	爱国者冯军	公权政策	0	0	0	0
209	爱国者冯军	法律案例	0	0	0	0
209	爱国者冯军	社会矛盾	4	25	26	59
209	爱国者冯军	灾难救助	0	0	0	0
209	爱国者冯军	涉外涉军	1	28	19	34
210	侯小强	国家议程	5	29	98	482
210	侯小强	公权政策	3	61	422	28
210	侯小强	法律案例	8	77	309	88
210	侯小强	社会矛盾	2	189	652	355
210	侯小强	灾难救助	25	571	6706	1185
210	侯小强	涉外涉军	0	0	0	0
211	王中磊	国家议程	0	0	0	0
211	王中磊	公权政策	0	0	0	0
211	王中磊	法律案例	0	0	0	0
211	王中磊	社会矛盾	0	0	0	0
211	王中磊	灾难救助	6	3379	5332	56097
211	王中磊	涉外涉军	0	0	0	0
212	追风少年刘全有	国家议程	6	11428	53795	68740
212	追风少年刘全有	公权政策	0	0	0	0
212	追风少年刘全有	法律案例	0	0	0	0
212	追风少年刘全有	社会矛盾	0	0	0	0
